University,Program-Code,Program-Major-Name,Field-Type,First-Cap,Second-Cap,Female-Cap,Male-Cap,Description
مجتمع آموزش عالي فني ومهندسي قوچان,2962,مهندسي برق,الكترونيك,23,-,زن,مرد,
مجتمع آموزش عالي فني ومهندسي قوچان,2963,مهندسي برق,كنترل,23,-,زن,مرد,
مجتمع آموزش عالي فني ومهندسي قوچان,2964,مهندسي شيمي,,23,-,زن,مرد,
مجتمع آموزش عالي فني ومهندسي قوچان,2965,مهندسي صنايع,,15,-,زن,مرد,
مجتمع آموزش عالي فني ومهندسي قوچان,2966,مهندسي عمران,,23,-,زن,مرد,
مجتمع آموزش عالي فني ومهندسي قوچان,2967,مهندسي كامپيوتر,نرم افزار,23,-,زن,مرد,
مجتمع آموزش عالي فني ومهندسي قوچان,2968,مهندسي مكانيك,,23,-,زن,مرد,
مجتمع آموزش عالي فني ومهندسي قوچان,2969,كارداني علمي -كاربردي مخابرات,ارتباط دادهها,10,-,زن,مرد,
مجتمع آموزش عالي فني ومهندسي قوچان,2970,كارداني علمي -كاربردي نرم افزاركامپيوتر,,10,-,زن,مرد,
مجتمع آموزش عالي سراوان,7332,مهندسي كشاورزي -اقتصادكشاورزي,,30,-,زن,مرد,
مركز آموزش عالي شهرضا,2971,مهندسي كامپيوتر,نرم افزار,20,-,ـــ,مرد,
مركز آموزش عالي هوانوردي و فرودگاهي كشور,2972,كارداني الكترونيك هواپيمايي,,-,25,ـــ,مرد,
مركز آموزش عالي هوانوردي و فرودگاهي كشور,2973,كارداني تعميرونگهداري هواپيما,,-,50,ـــ,مرد,
مركز آموزش عالي بهشهر,2974,مهندسي برق,الكترونيك,20,-,زن,مرد,
مركز آموزش عالي بهشهر,2975,مهندسي برق,قدرت,20,-,زن,مرد,
مركز آموزش عالي بهشهر,2976,مهندسي صنايع,,50,-,زن,مرد,
مركز آموزش عالي بهشهر,2977,مهندسي كامپيوتر,سخت افزار,35,-,زن,مرد,
مركز آموزش عالي بهشهر,2978,مهندسي كامپيوتر,نرم افزار,35,-,زن,مرد,
مركز آموزش عالي فني و مهندسي بويين زهرا,2979,مهندسي صنايع,,40,-,زن,مرد,
مركز آموزش عالي فني و مهندسي بويين زهرا,2980,مهندسي كامپيوتر,نرم افزار,40,-,زن,مرد,
مركز آموزش عالي گناباد,2981,مهندسي كامپيوتر,نرم افزار,50,-,25,25,
مركز آموزش عالي گناباد,2982,مهندسي مكانيك,,50,-,25,25,
مركز آموزش عالي لامرد,2983,مهندسي نفت,استخراج نفت,10,-,ـــ,مرد,تامين خوابگاه با ظرفيت محدود امكان پذير است
اموزشكده فني نقشه برداري سازمان جغرافيايي نيروهاي مسلح,2984,كاردان فني عمران,فتوگرامتري,50,-,زن,ـــ,
اموزشكده فني نقشه برداري سازمان جغرافيايي نيروهاي مسلح,2985,كاردان فني عمران,نقشه برداري,50,-,ـــ,مرد,
