University,Program-Code,Program-Major-Name,Field-Type,First-Cap,Second-Cap,Female-Cap,Male-Cap,Description
موسسه غيرانتفاعي هدف - ساري,4962,مهندسي كامپيوتر,سخت افزار,60,-,زن,مرد,
موسسه غيرانتفاعي هدف - ساري,4963,مهندسي كامپيوتر,نرم افزار,60,-,زن,مرد,
موسسه غيرانتفاعي هدف - ساري,4964,كاردان فني برق,الكترونيك,100,-,زن,مرد,
موسسه غيرانتفاعي هدف - ساري,4965,كاردان فني برق,قدرت,100,-,زن,مرد,
موسسه غيرانتفاعي هراز- آمل,9886,حسابداري,,60,-,زن,مرد,
موسسه غيرانتفاعي هراز- آمل,9887,كارداني حسابداري,,100,-,زن,مرد,
موسسه غيرانتفاعي هراز- آمل,9888,كارداني مديريت بازرگاني,,100,-,زن,مرد,
موسسه غيرانتفاعي هراز- آمل,9889,كارداني مديريت صنعتي كاربردي,,100,-,زن,مرد,
موسسه غيرانتفاعي هشت بهشت - اصفهان,9890,حسابداري,,60,-,زن,مرد,
موسسه غيرانتفاعي هشت بهشت - اصفهان,9891,مديريت مالي,,60,-,زن,مرد,
موسسه غيرانتفاعي هشت بهشت - اصفهان,9892,كارداني اموربانكي,,100,-,زن,مرد,
موسسه غيرانتفاعي هشت بهشت - اصفهان,9893,كارداني اموربيمه,,100,-,زن,مرد,
موسسه غيرانتفاعي هشت بهشت - اصفهان,9894,كارداني امورمالي ومالياتي,,100,-,زن,مرد,
موسسه غيرانتفاعي هشت بهشت - اصفهان,9895,كارداني حسابداري,,100,-,زن,مرد,
موسسه غيرانتفاعي هشت بهشت - اصفهان,9896,كارداني مديريت صنعتي كاربردي,,100,-,زن,مرد,
موسسه غيرانتفاعي ياسين- بروجرد,4966,مهندسي عمران,,60,-,زن,مرد,
موسسه غيرانتفاعي ياسين- بروجرد,4967,كاردان فني عمران,كارهاي عمومي ساختمان,100,-,زن,مرد,
موسسه غيرانتفاعي ياسين- بروجرد,4968,كاردان فني عمران,نقشه برداري,100,-,زن,مرد,
موسسه غيرانتفاعي ياسين- بروجرد,4969,كارداني علمي -كاربردي نرم افزاركامپيوتر,,100,-,زن,مرد,
دانشگاه غيرانتفاعي شمال -امل,9897,تربيت بدني و علوم ورزشي,,-,60,زن,مرد,
موسسه غيرانتفاعي اذرابادگان -اروميه,9897,تربيت بدني و علوم ورزشي,,-,60,زن,مرد,
موسسه غيرانتفاعي ايوانكي,9897,تربيت بدني و علوم ورزشي,"مـــديريت ورزشـــي, مربيگري ورزشي",-,60,زن,مرد,
موسسه غيرانتفاعي شفق -تنكابن,9897,تربيت بدني و علوم ورزشي,مديريت ورزشي,-,60,زن,مرد,
موسسه غيرانتفاعي ايوانكي,9900,كارداني تربيت بدني و علوم ورزشي,مربيگري,-,100,زن,مرد,
